Case Number,Year,Country,Area
1916.11.15,1916,PANAMA,
1916.11.10,1916,AUSTRALIA,Queensland
1916.11.09,1916,AUSTRALIA,Queensland
1916.10.11,1916,USA,Florida
1916.08.24,1916,USA,Louisiana
1916.07.26,1916,USA,North Carolina
1916.07.13.b,1916,USA,New York
1916.07.13,1916,USA,New York
1916.07.12.c,1916,USA,New Jersey
1916.07.12.b,1916,USA,New Jersey
1916.07.12.a,1916,USA,New Jersey
1916.07.11,1916,BAHAMAS,
1916.07.08,1916,SPAIN,Gran Canaria
1916.07.07,1916,PHILIPPINES,Luzon Island
1916.07.06,1916,USA,New Jersey
1916.07.01,1916,USA,New Jersey
1916.06.30,1916,USA,New Jersey
1916.06.24.R,1916,ATLANTIC OCEAN,
1916.06.23,1916,USA,Florida
1916.04.25.R,1916,AUSTRALIA,New South Wales
1916.04.03,1916,AUSTRALIA,Victoria
1916.03.19,1916,AUSTRALIA,New South Wales
1915.12.09.R,1915,AUSTRALIA,Torres Strait
1915.11.10,1915,AUSTRALIA,Queensland
1915.11.08,1915,AUSTRALIA,New South Wales
1915.08.03,1915,USA,Florida
1915.07.06.a.R,1915,MEXICO,Tamaulipas
1915.07.06.a.R,1915,MEXICO,
1915.05.15.R,1915,EGYPT,
1915.03.29,1915,AUSTRALIA,Torres Strait
1915.02.06,1915,AUSTRALIA,Queensland
1915.01.13,1915,NEW ZEALAND,North Island
1915.01.01,1915,AUSTRALIA,New South Wales
1915.00.00,1915,USA,Florida
1914.12.04.R,1914,AUSTRALIA,Queensland
1914.10.17,1914,SAMOA,Apolima Strait
1914.09.26.R,1914,JAMAICA,Kingston Parish
1914.09.09,1914,USA,Louisiana
1914.07.15.R,1914,CROATIA,Zadar County
1914.07.09.R,1914,USA,Louisiana
1914.07.07,1914,CROATIA, Primorje-Gorski Kotar County
1914.06.12,1914,MONTENEGRO,Adriatic Sea
1914.06.10,1914,AUSTRALIA,Victoria
1914.05.31,1914,NEW CALEDONIA,South Province
1914.05.14,1914,USA,Florida
1914.03.14.R,1914,USA,Florida
1914.03.03,1914,USA,Hawaii
1914.02.09.R,1914,AUSTRALIA,South Australia
1914.02.03,1914,AUSTRALIA,New South Wales
1914.01.17.R,1914,AUSTRALIA,Queensland
1914.00.00,1914,SOUTH AFRICA,KwaZulu-Natal
1913.12.30.R,1913,USA,Florida
1913.11.27,1913,NIGERIA,Lagos 
1913.11.21,1913,AUSTRALIA,Queensland
1913.09.21,1913,USA,Florida
1913.09.03,1913,CROATIA,Istria County
1913.08.27.R,1913,USA,New Jersey
1913.08.27.R,1913,USA,New Jersey
1913.08.26.R,1913,ITALY,Trieste
1913.07.12,1913,USA,South Carolina
1913.05.21,1913,USA,Florida
1913.05.02,1913,AUSTRALIA,New South Wales
1913.03.27,1913,SAMOA,Upolu Island
1913.01.00,1913,AUSTRALIA,Torres Strait
1913.00.00.d,1913,REUNION,Saint-Denis
1913.00.00.c,1913,REUNION,5aint-Denis
1913.00.00.a,1913,AUSTRALIA,Victoria
1912.08.30,1912,USA,Georgia
1912.07.23,1912,USA,South Carolina
1912.07.06.R,1912,SOLOMON ISLANDS,Central Province
1912.05.04,1912,SOUTH AFRICA,KwaZulu-Natal
1912.03.18,1912,NEW ZEALAND,North Island
1912.02.22,1912,AUSTRALIA,Western Australia
1912.02.19,1912,AUSTRALIA,New South Wales
1912.02.03,1912,NEW CALEDONIA,South Province
1912.01.26,1912,AUSTRALIA,New South Wales
1912.01.13.R,1912,FIJI,Viti Levu group
1912.01.06,1912,AUSTRALIA,New South Wales
1912.01.01,1912,AUSTRALIA,Queensland
1912.00.00,1912,SPAIN,Balearics
1911.11.08,1911,USA,Florida
1911.10.26,1911,USA,South Carolina
1911.10.25,1911,AUSTRALIA,Queensland
1911.09.23,1911,USA,Texas
1911.09.20,1911,USA,Florida
1911.09.17,1911,USA,Florida
1911.07.31.R,1911,SPAIN,Málaga 
1911.07.16.R,1911,USA,Delaware
1911.05.09,1911,SOUTH AFRICA,Western Cape Province
1911.05.01.R,1911,USA,Texas
1911.05.01,1911,SOUTH AFRICA,Western Cape Province
1911.04.08.R,1911,NEW ZEALAND,Chatham Islands
1911.03.29.R,1911,AUSTRALIA,Torres Strait
1911.01.04,1911,AUSTRALIA,Western Australia
1911.00.00.b,1911,USA,Texas
1911.00.00.a,1911,NEW ZEALAND,North Island
1910.12.25.R,1910,CROATIA, Primorje-Gorski Kotar County
1910.12.23.R,1910,AUSTRALIA,Western Australia
1910.11.28,1910,NORTH ATLANTIC OCEAN,Georges Bank
1910.11.24,1910,AUSTRALIA,Queensland
1910.06.25.R,1910,MEXICO,
1910.06.08.R,1910,MOZAMBIQUE,Zambesi River
1910.05.16.R,1910,USA,Alabama
1910.03.31,1910,PANAMA,Colón Province
1910.03.08,1910,NEW ZEALAND,North Island
1910.03.00,1910,USA,Hawaii
1910.02.16,1910,AUSTRALIA,Western Australia
1910.01.26,1910,AUSTRALIA,New South Wales
1910.00.00.b,1910,USA,Hawaii
1910.00.00.a,1910,PHILIPPINES,Luzon Island
1909.12.26.R,1909,USA,Florida
1909.12.15.R,1909,AUSTRALIA,New South Wales
1909.12.05,1909,AUSTRALIA,New South Wales
1909.11.14,1909,INDONESIA,30 nm from Singapore
1909.09.04.R,1909,USA,Delaware
1909.08.13,1909,USA,Florida
1909.07.24,1909,USA,New York
1909.07.15,1909,USA,Florida
1909.06.26.a.R,1909,MEXICO,Guerrero
1909.06.26.b.R,1909,SOUTH AFRICA,Western Cape Province
1909.06.18,1909,AUSTRALIA,Queensland
1909.04.27.R,1909,SPAIN,Andalucia
1909.04.10,1909,USA,Hawaii
1909.04.09.R,1909,TUNISIA,Sfax
1909.03.06,1909,SOUTH AFRICA,South Atlantic Ocean
1909.01.17,1909,,
1909.01.00,1909,ITALY,Sicily
1909.00.00,1909,AUSTRALIA,New South Wales
1908.12.31,1908,SOUTH AFRICA,Western Cape Province
1908.12.16.R,1908,MEXICO,Quintana Roo
1908.09.21,1908,AUSTRALIA,Torres Strait
1908.09.05,1908,USA,California
1908.08.28.R,1908,SPAIN,Galicia
1908.07.18.R,1908,SPAIN,Canary Islands
1908.07.08.R,1908,CROATIA,Adriatic Sea
1908.06.18,1908,EGYPT,Gulf of Suez
1908.06.08,1908,USA,Georgia
1908.06.02.R,1908,PAPUA NEW GUINEA,New Britain
1908.05.13,1908,INDONESIA,Java
1908.05.10,1908,USA,Florida
1908.01.08,1908,USA,Hawaii
1907.12.21,1907,AUSTRALIA,New South Wales
1907.10.18.R,1907,AUSTRALIA,Torres Strait
1907.10.16.R,1907,CHINA,Hong Kong
1907.10.16.R,1907,CHINA,Hong Kong
1907.10.14,1907,AUSTRALIA,New South Wales
1907.10.12,1907,HAITI,Tiburon Peninsula
1907.10.08,1907,USA,Hawaii
1907.09.18.R,1907,ENGLAND,English Channel
1907.09.11,1907,CROATIA," Split-Dalmatia Count,"
1907.08.12.b..R,1907,CROATIA, Primorje-Gorski Kotar County
1907.08.12.a..R,1907,CROATIA, Primorje-Gorski Kotar County
1907.08.08.R,1907,USA,New Jersey
1907.07.14.R,1907,CROATIA," Split-Dalmatia Count,"
1907.07.04.R,1907,AUSTRALIA,Queensland
1907.07.00,1907,USA,South Carolina
1907.04.20,1907,MEXICO,Oaxaca
1907.03.26,1907,USA,Florida
1907.03.07,1907,MALTA,Harare Province
1907.02.09,1907,PHILIPPINES,Luzon Island
1907.02.05,1907,NEW ZEALAND,South Island
1907.02.03,1907,AUSTRALIA,Queensland
1907.00.00.b,1907,VIETNAM,Khánh Hòa Province
1907.00.00.a,1907,USA,Hawaii
1906.11.16,1906,JAMAICA,Westmoreland Parish
1906.10.10.d.R,1906,USA,Hawaii
1906.10.10.c.R,1906,USA,Hawaii
1906.10.10.b.R,1906,USA,Hawaii
1906.10.10.a.R,1906,USA,Hawaii
1906.09.27.R.b,1906,INDONESIA,Java
1906.09.27.R.a,1906,INDONESIA,Java
1906.09.05.R,1906,AUSTRALIA,Torres Strait
1906.09.00,1906,USA,California
1906.08.20,1906,YEMEN ,Aden
1906.08.04,1906,USA,Maryland
1906.07.05.R,1906,USA,Mississippi
1906.07.00,1906,MOZAMBIQUE,Maputo Province
1906.04.27.R,1906,INDONESIA,Maluku Province
1906.04.16,1906,AUSTRALIA,Victoria
1906.04.14,1906,AUSTRALIA,Queensland
1906.04.10.R.a & b,1906,INDONESIA,
1906.04.02.R,1906,AUSTRALIA,New South Wales
1906.02.14.R,1906,NEW ZEALAND,North Island
1906.01.28,1906,AUSTRALIA,New South Wales
1906.01.20,1906,SOUTH AFRICA,KwaZulu-Natal
1905.12.31,1905,SOUTH AFRICA,KwaZulu-Natal
1905.12.29,1905,AUSTRALIA,Western Australia
1905.11.17.R,1905,MEDITERRANEAN SEA?,
1905.09.29,1905,AUSTRALIA,New South Wales
1905.08.00.b,1905,USA,New Jersey
1905.08.00.a,1905,PHILIPPINES,Luzon Island
1905.07.29,1905,USA,North Carolina
1905.07.25.R,1905,ITALY,
1905.07.00,1905,USA,North Carolina
1905.05.22,1905,USA,Florida
1905.04.06,1905,SOUTH AFRICA,KwaZulu-Natal
1905.03.26,1905,AUSTRALIA,New South Wales
1905.03.25,1905,AUSTRALIA,Tasmania
1905.02.10,1905,AUSTRALIA,Victoria
1905.01.01,1905,AUSTRALIA,Victoria
1905.00.00,1905,USA,North Carolina
1904.11.02,1904,PHILIPPINES,Luzon Island
1904.10.11.R,1904,INDIAN OCEAN,Between Noumea & Sydney
1904.09.00,1904,CUBA,Havana Province
1904.08.00,1904,CUBA,Villa Clara Province
1904.07.28,1904,USA,New Jersey
1904.07.27,1904,USA,Texas
1904.07.01.R,1904,ITALY,Ancona Province
1904.02.07,1904,AUSTRALIA,Queensland
1904.02.04,1904,NEW ZEALAND,North Island
1904.01.23,1904,NEW CALEDONIA,South Province
1904.00.00.c,1904,USA,
1904.00.00.b,1904,PHILIPPINES,Quezon
1904.00.00.a,1904,USA,Hawaii
1903.10.04,1903,CUBA,Havana Province
1903.09.16.R,1903,USA,New Jersey
1903.07.00,1903,FALKLAND ISLANDS,
1903.06.21,1903,AUSTRALIA,New South Wales
1903.05.04,1903,MEXICO,Veracruz
1903.03.20.R,1903,AUSTRALIA,New South Wales
1903.03.12,1903,AUSTRALIA,Queensland
1903.01.10,1903,AUSTRALIA,New South Wales
1903.00.00.b,1903,CRETE,
1903.00.00.a,1903,USA,Hawaii
1902.12.22.R,1902,NICARAGUA,Rio San Juan
1902.11.10,1902,AUSTRALIA,New South Wales
1902.11.01.R,1902,USA,Texas
1902.08.28.R,1902,ITALY,Calabria
1902.08.24.R,1902,CROATIA,Istria County
1902.08.08,1902,USA,Hawaii
1902.07.15,1902,ITALY,Liguria
1902.07.06,1902,USA,New Jersey
1902.06.02,1902,PHILIPPINES,Zamboanga del Sur Province
1902.06.00,1902,EGYPT,Mediterranean Sea
1902.04.00,1902,SOUTH AFRICA,Eastern Cape Province
1902.02.22.R,1902,NEW ZEALAND,North Island
1902.01.25.R,1902,AUSTRALIA,New South Wales
1902.01.19.R,1902,SOUTH AFRICA,KwaZulu-Natal
1902.01.19,1902,AUSTRALIA,Queensland
1901.12.01,1901,AUSTRALIA,Queensland
1901.10.00,1901,PHILIPPINES,Zamboanga del Sur Province
1901.09.23.R,1901,CYPRUS,Southern Cyprus
1901.07.30,1901,SOUTH AFRICA,Western Cape Province
1901.07.17,1901,ITALY,Syracuse
1901.06.29.R,1901,YEMEN ,Aden
1901.06.24,1901,PHILIPPINES,Western Viscayas
1901.01.30,1901,AUSTRALIA,Queensland
1901.00.00,1901,USA,Florida
1900.12.27,1900,AUSTRALIA,New South Wales
1900.11.14,1900,SOUTH AFRICA,Western Cape Province
1900.10.27,1900,SOUTH AFRICA,Western Cape Province
1900.09.15,1900,AUSTRALIA,Queensland
1900.09.13,1900,USA,Rhode Island
1900.09.05,1900,USA,Hawaii
1900.08.21,1900,USA,North Carolina
1900.07.31,1900,CROATIA, Primorje-Gorski Kotar County
1900.07.14,1900,USA,Hawaii
1900.07.00,1900,USA,Connecticut
1900.01.28,1900,AUSTRALIA,New South Wales
1900.00.00.b,1900,USA,Hawaii
1900.00.00.a,1900,SOUTH AFRICA,Eastern Cape Province
1899.12.18,1899,AUSTRALIA,Queensland
1899.11.20,1899,PHILIPPINES,Mindoro Occidental
1899.10.12.b,1899,LIBYA,Mediterranean Sea
1899.10.12.a,1899,LIBYA,Mediterranean Sea
1899.09.11.R,1899,MEXICO,Tamaulipas
1899.08.23.R,1899,USA,California
1899.08.15,1899,USA,Florida
1899.08.08.c,1899,EGYPT ,Mediterranean Sea
1899.08.08.b,1899,EGYPT ,Mediterranean Sea
1899.08.08.a,1899,EGYPT,Mediterranean Sea
1899.07.08.R,1899,BAHAMAS,
1899.06.07,1899,ITALY,Calabria
1899.06.02,1899,NEW ZEALAND,North Island
1899.05.28,1899,PHILIPPINES,Negros 
1899.05.04.R,1899,ITALY,Imperia Province
1899.01.28,1899,AUSTRALIA,New South Wales
1899.00.00.c,1899,SOUTH AFRICA,KwaZulu-Natal
1899.00.00.b,1899,USA,Florida
1899.00.00.a,1899,USA,Florida
1898.12.28.R,1898,AUSTRALIA,Queensland
1898.10.28,1898,USA,Hawaii
1898.09.19.b.R,1898,,
1898.09.19.a.R,1898,,
1898.08.22,1898,USA,New York
1898.07.26.R,1898,AUSTRALIA,New South Wales
1898.07.15,1898,YEMEN ,Aden
1898.07.14,1898,YEMEN ,Aden
1898.07.00,1898,CUBA,Santiago de Cuba Province
1898.06.22,1898,NEW CALEDONIA,South Province
1898.04.13,1898,FIJI,Muala
1898.00.00.R,1898,CRETE,
1898.00.00.f,1898,USA,South Carolina
1898.00.00.e,1898,CUBA,Santiago de Cuba Province
1898.00.00.d,1898,JAMAICA,Kingston Parish
1898.00.00.c,1898,CUBA,Camaguey Province
1898.00.00.b,1898,USA,Florida
1898.00.00.a,1898,YEMEN ,Aden
1898.00.00 g,1898,USA,Hawaii
1897.12.04.R,1897,USA,East coast
1897.10.15,1897,MEXICO,Vera Cruz
1897.10.05.R,1897,MARSHALL ISLANDS,Ratak 
1897.09.17,1897,USA,Rhode Island
1897.09.06,1897,USA,South Carolina
1897.07.21,1897,SOUTH AFRICA,KwaZulu-Natal
1897.06.09,1897,YEMEN ,Socotra Islands
1897.03.15.b.R,1897,,Mediterranean Sea
1897.03.15.a.R,1897,USA,Massachusetts
1897.00.00.b,1897,NEW ZEALAND,
1897.00.00.a,1897,EGYPT,Mediterranean Sea
1896.12.23,1896,AUSTRALIA,Victoria
1896.12.20,1896,NEW ZEALAND,North Island
1896.12.17.R,1896,NEW ZEALAND,South Island
1896.11.29,1896,AUSTRALIA,Western Australia
1896.11.01,1896,AUSTRALIA,Western Australia
1896.09.11.R,1896,SRI LANKA,
1896.07.25,1896,USA,Hawaii
1896.06.21.R,1896,USA,South Carolina
1896.01.11,1896,AUSTRALIA,New South Wales
1896.00.00.b,1896,USA,Florida
1896.00.00.a,1896,HAITI,Off Cape Haitien
1895.12.09,1895,AUSTRALIA,New South Wales
1895.11.21.R,1895,BARBADOS,St Michael Parish
1895.11.16,1895,AUSTRALIA,New South Wales
1895.09.18,1895,CUBA,Havana Province
1895.09.14.R,1895,YEMEN ,Aden
1895.09.00,1895,USA,North Carolina
1895.08.11,1895,USA,Rhode Island
1895.08.02,1895,USA,New Jersey
1895.07.16.R,1895,JAPAN,
1895.06.13.R,1895,,
1895.06.03.R,1895,AUSTRALIA,Western Australia
1895.05.21,1895,BAHAMAS,Bimini Islands
1895.05.03,1895,NEW ZEALAND,South Island
1895.04.29,1895,SOUTH AFRICA,Eastern Cape Province
1895.04.23,1895,NEW ZEALAND,South Island
1895.03.29.R,1895,INDONESIA,Moluccas
1895.03.15,1895,AUSTRALIA,Queensland
1895.02.27,1895,AUSTRALIA,New South Wales
1895.02.23.R,1895,PANAMA,Bocas del Toro
1895.00.00.b,1895,AUSTRALIA,Western Australia
1894.12.11,1894,USA,Florida
1894.11.28,1894,AUSTRALIA,New South Wales
1894.10.06.R,1894,USA,Alabama
1894.09.12.R,1894,USA,Virginia
1894.09.06.R,1894,FIJI,Vita Levu
1894.09.01.R,1894,USA,Texas
1894.08.21,1894,USA,New York
1894.08.01,1894,USA,Florida
1894.07.15.R,1894,FRANCE,Provence
1894.06.29,1894,USA,Florida
1894.06.25,1894,SOUTH AFRICA,Western Cape Province
1894.06.15.b.R,1894,USA,North Carolina
1894.06.15.a.R,1894,MEXICO,Bay of Campeche
1894.04.28.b.R,1894,BURMA,Rangoon
1894.04.28.a.R,1894,BURMA,Rangoon
1893.10.20.R,1893,INDIA,Bay of Bengal
1893.10.16,1893,CROATIA, Primorje-Gorski Kotar County
1893.07.03,1893,PHILIPPINES,
1893.06.22,1893,LEBANON,
1893.06.22.R,1893,NIGERIA,Bayelsa State
1893.05.23.R,1893,FIJI,
1893.05.17,1893,CUBA,Havana Province
1893.04.15,1893,SOUTH ATLANTIC OCEAN,
1893.04.14,1893,AUSTRALIA,Queensland
1893.04.04,1893,AUSTRALIA,Tasmania
1893.01.30.R,1893,NEW ZEALAND,South Island?
1893.01.18.R,1893,FRENCH POLYNESIA,
1893.00.00,1893,EGYPT,Mediterranean Sea
1892.12.15,1892,ATLANTIC OCEAN,
1892.11.09.R,1892,AUSTRALIA,Norfolk Island
1892.11.06,1892,AUSTRALIA,Queensland
1892.09.16.R,1892,USA,Texas
1892.06.24,1892,FRANCE,Brittany
1892.06.20.R,1892,CUBA,Havana Province
1892.05.19.R,1892,NEW ZEALAND,North Island
1892.04.21.R,1892,BAHAMAS,Out Islands
1892.03.25.R,1892,PACIFIC OCEAN,
1892.03.02,1892,AUSTRALIA,New South Wales
1892.00.00,1892,AUSTRALIA,Torres Strait
1891.12.31.R,1891,AUSTRALIA,New South Wales
1891.12.22.R,1891,NEW ZEALAND,North Island
1891.09.14.R,1891,KIRIBATI,Line Islands
1891.08.30.R,1891,CANADA,Nova Scotia
1891.08.29,1891,USA,New Jersey
1891.06.11,1891,USA,Virginia
1891.03.10,1891,PARAGUAY,
1891.01.08.R,1891,JAMAICA,Kingston Parish
1890.12.30,1890,AUSTRALIA,Queensland
1890.12.27.R,1890,BRITISH NEW GUINEA,Woodlark Islands
1890.10.25.R,1890,ATLANTIC OCEAN,
1890.08.17.R,1890,USA,New Jersey
1890.08.09,1890,USA,Connecticut
1890.08.08,1890,SAMOA,Upolu Island
1890.06.26,1890,CROATIA,
1890.06.14.R,1890,PERSIAN GULF,
1890.06.02.R,1890,EGYPT,
1890.05.14,1890,SOUTH AFRICA,Eastern Cape Province
1890.02.25,1890,MALTA,Munxar Reef
1890.00.00.e,1890,AUSTRALIA,Tasmania
1890.00.00.d,1890,INDIA,Tamil Nadu
1890.00.00.c,1890,INDIA,Tamil Nadu
1890.00.00.b,1890,NEW ZEALAND,North Island
1890.00.00.a,1890,SOUTH AFRICA,KwaZulu-Natal
1889.11.29.R,1889,GREECE,Northern Peloponnese
1889.11.22,1889,AUSTRALIA,Queensland
1889.11.16,1889,USA,Hawaii
1889.10.03.R,1889,INDIA,Tamil Nadu
1889.07.21,1889,USA,Florida
1889.07.19,1889,USA,Texas
1889.07.08,1889,AUSTRALIA,Victoria
1889.01.31.R,1889,USA,Florida
1889.01.00,1889,SIERRA LEONE,Western Area
1888.12.25.R,1888,INDIAN OCEAN,Between Perth & Colombo
1888.12.09,1888,AUSTRALIA,New South Wales
1888.12.00,1888,AUSTRALIA,New South Wales
1888.10.23.R,1888,CROATIA, Primorje-Gorski Kotar County
1888.08.14,1888,CANADA,Nova Scotia
1888.08.01.R,1888,USA,New York
1888.07.20.R,1888,JAMAICA,
1888.07.13.R,1888,INDIA,Gujarat
1888.07.04,1888,CROATIA,Lukovo
1888.06.24,1888,AUSTRALIA,Victoria
1888.06.18.R,1888,AUSTRALIA,Victoria
1888.02.17,1888,NEW ZEALAND,South Island
1888.02.00,1888,SOUTH AFRICA,Eastern Cape Province
1888.01.22,1888,AUSTRALIA,New South Wales
1888.00.00,1888,LIBYA,Mediterranean Sea
1887.12.22.R,1887,HONDURAS,Cortés
1887.12.04,1887,AUSTRALIA,New South Wales
1887.10.18,1887,USA,Florida
1887.10.00,1887,BAHAMAS,
1887.09.22,1887,ITALY,
1887.09.06,1887,CROATIA, Primorje-Gorski Kotar County
1887.03.12,1887,AUSTRALIA,South Australia
1887.02.08.R,1887,NEW ZEALAND,North Island
1887.02.08,1887,SOUTH AFRICA,Western Cape Province
1887.01.20,1887,BRAZIL,Alagoas
1887.01.12,1887,SOUTH AFRICA,Eastern Cape Province
1887.00.00,1887,OCEAN,"Somewhere between Philadelphia and Hiogo, Japan"
1886.08.00.c,1886,USA, New Jersey
1886.08.00.b,1886,USA,New Jersey
1886.08.00.a,1886,USA,New Jersey
1886.06.17,1886,AUSTRALIA,Queensland
1886.06.02,1886,USA,Hawaii
1886.05.06,1886,NEW CALEDONIA,South Province
1886.04.26,1886,AUSTRALIA,Queensland
1886.04.11,1886,NEW ZEALAND,South Island
1886.03.06.R,1886,NEW ZEALAND,South Island
1886.03.00,1886,AUSTRALIA,New South Wales
1886.02.13.R,1886,AUSTRALIA,Victoria
1886.01.28,1886,SOUTH AFRICA,Eastern Cape Province
1886.01.26,1886,AUSTRALIA,Queensland
1886.01.01,1886,SOUTH AFRICA,Western Cape Province
1886.00.00,1886,AUSTRALIA,New South Wales
1885.11.26.R,1885,AUSTRALIA,Queensland
1885.11.26,1885,AUSTRALIA,Western Australia
1885.08.17,1885,ATLANTIC OCEAN,
1885.07.26.c,1885,USA,Hawaii
1885.07.26.b,1885,USA,Hawaii
1885.07.26.a,1885,USA,Hawaii
1885.04.16.R,1885,,
1885.04.09,1885,NEW ZEALAND,North Island
1885.03.28,1885,SOUTH AFRICA,KwaZulu-Natal
1884.12.13,1884,AUSTRALIA,South Australia
1884.12.08.R,1884,FRANCE,Côte d'Azur  
1884.08.28.R.,1884,USA,New Jersey
1884.08.18,1884,USA,New York
1884.01.16,1884,SOUTH AFRICA,Eastern Cape Province
1884.01.14,1884,AUSTRALIA,South Australia
1883.12.19,1883,AUSTRALIA,New South Wales
1883.09.14.R,1883,AUSTRALIA,Tasmania
1883.07.05,1883,GEORGIA,
1883.02.26.R,1883,AUSTRALIA,Northern Territory
1883.02.25.R,1883,AUSTRALIA,Northern Territory
1883.01.21,1883,AUSTRALIA,New South Wales
1883.00.00.d,1883,PACIFIC OCEAN,
1883.00.00.c,1883,USA,Florida
1883.00.00.b,1883,USA,South Carolina
1883.00.00.a,1883,USA,South Carolina
1882.12.03,1882,NEW ZEALAND,South Island
1882.11.12.b,1882,NEW ZEALAND,North Island
1882.11.12.a,1882,NEW ZEALAND,North Island
1882.09.00,1882,JAPAN,
1882.05.14,1882,AUSTRALIA,New South Wales
1882.05.12.R,1882,AUSTRALIA,
1882.04.15,1882,AUSTRALIA,New South Wales
1882.02.07.R,1882,AUSTRALIA,
1882.01.23.R,1882,AUSTRALIA,New South Wales
1882.00.00.b,1882,USA,Florida
1882.00.00.a,1882,AUSTRALIA,Queensland
1881.11.13,1881,AUSTRALIA,New South Wales
1881.10.16,1881,USA,Florida
1881.09.05,1881,USA,North Carolina
1881.08.16.R,1881,,Western Banks
1881.08.12,1881,USA,Rhode Island
1881.06.25,1881,,
1881.06.13,1881,USA,Alabama
1881.00.00.b,1881,INDIA,
1881.00.00.a,1881,ITALY,Sicily
1880.11.25,1880,AUSTRALIA,Queensland
1880.10.10,1880,AUSTRALIA,New South Wales
1880.08.08,1880,MOZAMBIQUE,
1880.07.25,1880,USA,New York
1880.05.15,1880,INDIA,West Bengal
1880.05.14,1880,INDIA,West Bengal
1880.05.07.R,1880,MEXICO,Guerro
1880.05.02.b,1880,INDIA,West Bengal
1880.05.02.a,1880,INDIA,West Bengal
1880.01.22,1880,AUSTRALIA,New South Wales
1880.01.03,1880,AUSTRALIA,New South Wales
1880.00.00.e,1880,SYRIA,
1880.00.00.d,1880,USA,Florida
1880.00.00.c,1880,SOLOMON ISLANDS,Guadalcanal Province
1880.00.00.a,1880,NEW ZEALAND,South Island
1879.12.24,1879,INDIA,Andaman Islands
1879.11.10,1879,AUSTRALIA,New South Wales
1879.09.22,1879,SPAIN,Valencia
1879.08.30.R,1879,FIJI,Lau Group
1879.07.03,1879,USA,California
1879.03.19,1879,NEW ZEALAND,North Island
1879.03.10,1879,AUSTRALIA,New South Wales
1879.00.00,1879,USA,Mississippi
1878.11.17,1878,AUSTRALIA,New South Wales
1878.10.24.R,1878,INDONESIA,East Java
1878.10.13,1878,,
1878.09.14.R,1878,USA,Connecticut
1878.09.02.b,1878,SOUTH ATLANTIC OCEAN,Off the coast of West Africa
1878.09.02.a,1878,SOUTH ATLANTIC OCEAN,Off the coast of West Africa
1878.08.09,1878,USA,New York
1878.08.08,1878,USA,New York
1878.06.10,1878,PHILIPPINES,Misamis Oriental
1878.03.30.R,1878,NEW GUINEA,
1878.02.13,1878,SOUTH AFRICA,Western Cape Province
1878.00.00,1878,AUSTRALIA,New South Wales
1877.12.15.R,1877,FIJI,
1877.12.15,1877,AUSTRALIA,New South Wales
1877.12.12,1877,AUSTRALIA,New South Wales
1877.09.15,1877,AUSTRALIA,New South Wales
1877.08.28.R,1877,INDIAN OCEAN,
1877.04.07,1877,AUSTRALIA,Tasmania
1877.04.04.,1877,AUSTRALIA,Victoria
1877.03.16,1877,ITALY,Strait of Messina
1877.03.11,1877,FIJI,Viti Levu Island
1877.02.17.R,1877,AUSTRALIA,Victoria
1877.01.28,1877,AUSTRALIA,Victoria
1877.01.24.R,1877,AUSTRALIA,Victoria
1877.01.04,1877,SOUTH AFRICA,KwaZulu-Natal
1877.00.00,1877,INDIA,Hoogly River
1876.09.07.R,1876,GREECE,Cyclades archipelago
1876.06.04.R,1876,USA,Georgia
1876.05.14,1876,AUSTRALIA,New South Wales
1876.02.06,1876,AUSTRALIA,Victoria
1876.00.00.d,1876,LEBANON,Mount Lebanon
1876.00.00.c,1876,ENGLAND,"Between Hastings & Fairlight, Sussex"
1876.00.00.b,1876,AUSTRALIA,Western Australia
1876.00.00.a,1876,AUSTRALIA,New South Wales
1875.11.27.R,1875,AUSTRALIA,New South Wales
1875.08.10,1875,SOUTH AFRICA,KwaZulu-Natal
1875.03.03,1875,NEW ZEALAND,North Island
1875.01.20.R,1875,AUSTRALIA,Queensland
1874.11.21,1874,AUSTRALIA,Queensland
1875.00.00,1875,AUSTRALIA,Western Australia
1874.11.14.R,1874,CROATIA,Zadar County
1874.07.23,1874,FRANCE,
1874.07.15.R,1874,USA,Hawaii
1874.07.15,1874,USA,New York
1874.06.15.b.R,1874,KIRIBATI,Gilbert Islands
1874.06.15.a.R,1874,,
1874.04.20.R,1874,CANADA,Newfoundland
1874.01.09,1874,AUSTRALIA,New South Wales
1874.00.00,1874,TUVALU,
1873.07.28,1873,USA,Maryland
1873.06.09.R,1873,AUSTRALIA,New South Wales
1873.01.09.R,1873,AUSTRALIA,Queensland
1873.00.00,1873,CUBA,Havana Province
1872.11.30.R,1872,INDIAN OCEAN?,
1872.11.24,1872,AZORES,
1872.08.07.R,1872,CROATIA,
1872.04.03.R,1872,USA,Hawaii
1872.02.26,1872,AUSTRALIA,Queensland
1872.01.28,1872,Fiji,Lomaiviti Provine
1872.00.00,1872,SOUTH ATLANTIC OCEAN,Off the coast of South America
1871.12.11.R,1871,AUSTRALIA,New South Wales
1871.08.29.R,1871,USA,Hawaii
1871.08.00,1871,USA,New York
1871.05.22.R,1871,SRI LANKA,Eastern Province
1871.03.24,1871,INDIA,"22ºN, 88ºE"
1871.00.00.c,1871,AUSTRALIA,New South Wales
1871.00.00.b,1871,AUSTRALIA,Queensland
